,Item,Reg_Price,Sale_Price,Size,Unit_Size,Image,Category,Subcategory
9138,Heluva Good! Dip French Onion Party Size,$3.79 ,,24 oz tub, | $0.16 / oz,./Deli_Dips_Hummus_Spreads_files/5RN7J.jpg,Deli,Dips_Hummus_Spreads
9139,Stop & Shop Guacamole Fresh,$5.19 ,,16 oz tub, | $0.32 / oz,./Deli_Dips_Hummus_Spreads_files/FDHVI.jpg,Deli,Dips_Hummus_Spreads
9140,Boar's Head Dark Chocolate Dessert Hummus,$4.49 ,,8 oz pkg, | $0.56 / oz,./Deli_Dips_Hummus_Spreads_files/4V97R.jpg,Deli,Dips_Hummus_Spreads
9141,Sabra Hummus Olive Tapenade,$3.99 ,,10 oz tub, | $0.40 / oz,./Deli_Dips_Hummus_Spreads_files/YLVH6.jpg,Deli,Dips_Hummus_Spreads
9142,Tribe Hummus Classic,$3.00 ,,8 oz tub, | $0.38 / oz,./Deli_Dips_Hummus_Spreads_files/SQ8F8.jpg,Deli,Dips_Hummus_Spreads
9143,Nature's Promise Organic Hummus Original - 4 pk,$3.69 ,,8 oz pkg, | $0.46 / oz,./Deli_Dips_Hummus_Spreads_files/DCX3M.jpg,Deli,Dips_Hummus_Spreads
9144,Wholly Guacamole Homestyle Chunky Medium Refrigerated,$3.89 ,,8 oz pkg, | $0.49 / oz,./Deli_Dips_Hummus_Spreads_files/H04MT.jpg,Deli,Dips_Hummus_Spreads
9145,Sabra Hummus Roasted Garlic,$3.99 ,,10 oz tub, | $0.40 / oz,./Deli_Dips_Hummus_Spreads_files/4BXQZ.jpg,Deli,Dips_Hummus_Spreads
9146,Nature's Promise Organic Salsa Fresh,$5.69 ,,16 oz tub, | $0.36 / oz,./Deli_Dips_Hummus_Spreads_files/1YX5T.jpg,Deli,Dips_Hummus_Spreads
9147,Sabra Hummus Supremely Spicy,$3.99 ,,10 oz tub, | $0.40 / oz,./Deli_Dips_Hummus_Spreads_files/EMKJL.jpg,Deli,Dips_Hummus_Spreads
9148,Sabra Classic Guacamole All Natural,$4.49 ,,8 oz tub, | $0.56 / oz,./Deli_Dips_Hummus_Spreads_files/7A1OY.jpg,Deli,Dips_Hummus_Spreads
9149,Joseph's Tzatziki Dip Cucumber & Garlic,$4.49 ,,12 oz tub, | $0.37 / oz,./Deli_Dips_Hummus_Spreads_files/PG26B.jpg,Deli,Dips_Hummus_Spreads
9150,Philadelphia Bagel Chips & Cream Cheese Dip Garden Vegetable,,$1.67 ,2.5 oz pkg, | $0.67 / oz,./Deli_Dips_Hummus_Spreads_files/W54I3.jpg,Deli,Dips_Hummus_Spreads
9151,Joseph's Hommus Roasted Red Pepper,$5.99 ,,16 oz tub, | $0.37 / oz,./Deli_Dips_Hummus_Spreads_files/R21WB.jpg,Deli,Dips_Hummus_Spreads
9152,Sabra Hummus Roasted Pine Nut,$3.99 ,,10 oz tub, | $0.40 / oz,./Deli_Dips_Hummus_Spreads_files/9L88D.jpg,Deli,Dips_Hummus_Spreads
9153,Kaukauna Spreadable Cheddar Cheese Port Wine,,$3.29 ,6.5 oz ctn, | $8.02 / lb,./Deli_Dips_Hummus_Spreads_files/PP7XU.jpg,Deli,Dips_Hummus_Spreads
9154,Sabra Singles Roasted Red Pepper Hummus - 6 ct,$5.99 ,,12 oz pkg, | $0.50 / oz,./Deli_Dips_Hummus_Spreads_files/61B3A.jpg,Deli,Dips_Hummus_Spreads
9155,Joseph's Hommus Garlic Lovers,$5.99 ,,16 oz tub, | $0.37 / oz,./Deli_Dips_Hummus_Spreads_files/4Y0CR.jpg,Deli,Dips_Hummus_Spreads
9156,Joseph's Hommus Roasted Red Pepper,$3.99 ,,8 oz tub, | $0.50 / oz,./Deli_Dips_Hummus_Spreads_files/XYTUU.jpg,Deli,Dips_Hummus_Spreads
9157,Nature's Promise Organic Hummus Roasted Red Pepper,$3.69 ,,8 oz tub, | $0.46 / oz,./Deli_Dips_Hummus_Spreads_files/1LGMW.jpg,Deli,Dips_Hummus_Spreads
9158,President Sharp Cheddar Pub Cheese,$5.99 ,,8.0 oz tub, | $11.98 / lb,./Deli_Dips_Hummus_Spreads_files/MY9OQ.jpg,Deli,Dips_Hummus_Spreads
9159,Marzetti Veggie Dip Ranch,$4.39 ,,14 oz tub, | $0.31 / oz,./Deli_Dips_Hummus_Spreads_files/D3AXI.jpg,Deli,Dips_Hummus_Spreads
9160,Alouette Soft Spreadable Cheese Garlic & Herbs,$5.99 ,,6.5 oz tub, | $14.61 / lb,./Deli_Dips_Hummus_Spreads_files/J9CX9.jpg,Deli,Dips_Hummus_Spreads
9161,Nature's Promise Organic Hummus Roasted Garlic,$3.69 ,,8 oz tub, | $0.46 / oz,./Deli_Dips_Hummus_Spreads_files/7Z4C8.jpg,Deli,Dips_Hummus_Spreads
9162,Marzetti Veggie Dip Singles Ranch Light - 6 ct,$4.39 ,,9 oz pkg, | $0.49 / oz,./Deli_Dips_Hummus_Spreads_files/TXN7N.jpg,Deli,Dips_Hummus_Spreads
9163,Tribe Hummus Everything All Natural,$3.00 ,,8 oz tub, | $0.38 / oz,./Deli_Dips_Hummus_Spreads_files/742M7.jpg,Deli,Dips_Hummus_Spreads
9164,Boursin Gournay Cheese Garlic & Fine Herbs,$6.99 ,,5.2 oz pkg, | $21.18 / lb,./Deli_Dips_Hummus_Spreads_files/8KN6S.jpg,Deli,Dips_Hummus_Spreads
9165,Sabra Hummus Roasted Red Pepper,$5.00 ,,17 oz tub, | $0.29 / oz,./Deli_Dips_Hummus_Spreads_files/9HXJ2.jpg,Deli,Dips_Hummus_Spreads
9166,President Cheddar & Port Wine Pub Cheese,$5.99 ,,8.0 oz tub, | $11.98 / lb,./Deli_Dips_Hummus_Spreads_files/BGI3C.jpg,Deli,Dips_Hummus_Spreads
9167,Stop & Shop Salsa Hot Fresh,$4.19 ,,16 oz tub, | $0.26 / oz,./Deli_Dips_Hummus_Spreads_files/UIYM0.jpg,Deli,Dips_Hummus_Spreads
9168,Tribe Hummus Roasted Garlic,$3.00 ,,8 oz tub, | $0.38 / oz,./Deli_Dips_Hummus_Spreads_files/IDI53.jpg,Deli,Dips_Hummus_Spreads
9169,Joseph's Hommus Garlic Lovers All Natural Non-GMO,$3.99 ,,8 oz tub, | $0.50 / oz,./Deli_Dips_Hummus_Spreads_files/U4GH5.jpg,Deli,Dips_Hummus_Spreads
9170,Sabra Hummus Spinach & Artichoke,$3.99 ,,10 oz tub, | $0.40 / oz,./Deli_Dips_Hummus_Spreads_files/3GI6S.jpg,Deli,Dips_Hummus_Spreads
9171,Stop & Shop Guacamole Salsa Medium Fresh,$5.19 ,,14 oz tub, | $0.37 / oz,./Deli_Dips_Hummus_Spreads_files/MNHZO.jpg,Deli,Dips_Hummus_Spreads
9172,President Spreadable Garlic & Herb Pub Cheese,$5.99 ,,8 oz tub, | $11.98 / lb,./Deli_Dips_Hummus_Spreads_files/SWPK4.jpg,Deli,Dips_Hummus_Spreads
9173,Wholly Guacamole 100 Calorie Packs Spicy All Natural - 6 pk,$6.69 ,,12 oz pkg, | $0.56 / oz,./Deli_Dips_Hummus_Spreads_files/FC5NW.jpg,Deli,Dips_Hummus_Spreads
9174,Marzetti Veggie Dip Ranch Light,$4.39 ,,14 oz tub, | $0.31 / oz,./Deli_Dips_Hummus_Spreads_files/6N2Y3.jpg,Deli,Dips_Hummus_Spreads
9175,Sabra Hummus Roasted Garlic,$5.00 ,,17 oz tub, | $0.29 / oz,./Deli_Dips_Hummus_Spreads_files/377XH.jpg,Deli,Dips_Hummus_Spreads
9176,Garden Fresh Gourmet Jack's Sante Fe Style Salsa Black Bean & Corn,$4.59 ,,16 oz tub, | $0.29 / oz,./Deli_Dips_Hummus_Spreads_files/MF1RT.jpg,Deli,Dips_Hummus_Spreads
9177,Tribe Hummus Sweet Roasted Red Pepper,$3.00 ,,8 oz tub, | $0.38 / oz,./Deli_Dips_Hummus_Spreads_files/L4VS8.jpg,Deli,Dips_Hummus_Spreads
9178,Stop & Shop Mango Salsa Medium Fresh,$4.19 ,,8 oz tub, | $0.52 / oz,./Deli_Dips_Hummus_Spreads_files/1EJP2.jpg,Deli,Dips_Hummus_Spreads
9179,Kaukauna Spreadable Cheddar Cheese Sharp,,$3.29 ,7.2 oz cup, | $7.31 / lb,./Deli_Dips_Hummus_Spreads_files/FMBOM.jpg,Deli,Dips_Hummus_Spreads
9180,President Cheddar & Horseradish Pub Cheese,$5.99 ,,8.0 oz tub, | $11.98 / lb,./Deli_Dips_Hummus_Spreads_files/WPLJ8.jpg,Deli,Dips_Hummus_Spreads
9181,Joseph's Hommus Spinach Artichoke,$3.99 ,,8 oz tub, | $0.50 / oz,./Deli_Dips_Hummus_Spreads_files/AY7NC.jpg,Deli,Dips_Hummus_Spreads
9182,Alouette Spreadable Cheese Spinach & Artichoke,$5.99 ,,6.5 oz tub, | $14.61 / lb,./Deli_Dips_Hummus_Spreads_files/LFRQL.jpg,Deli,Dips_Hummus_Spreads
9183,Sabra Hummus Caramelized Onion w/Smoked Paprika,$3.99 ,,10 oz tub, | $0.40 / oz,./Deli_Dips_Hummus_Spreads_files/KTEBV.jpg,Deli,Dips_Hummus_Spreads
9184,Marzetti Veggie Dip French Onion,$4.39 ,,14 oz tub, | $0.31 / oz,./Deli_Dips_Hummus_Spreads_files/EVDJH.jpg,Deli,Dips_Hummus_Spreads
9185,Nature's Promise Organic Hummus Garden Vegetable,$3.69 ,,8 oz tub, | $0.46 / oz,./Deli_Dips_Hummus_Spreads_files/1QWDP.jpg,Deli,Dips_Hummus_Spreads
9186,Stop & Shop Southwestern Style Salsa Medium Fresh,$4.19 ,,16 oz tub, | $0.26 / oz,./Deli_Dips_Hummus_Spreads_files/2EHGP.jpg,Deli,Dips_Hummus_Spreads
9187,Sabra Hummus Roasted Pine Nut,$5.00 ,,17 oz tub, | $0.29 / oz,./Deli_Dips_Hummus_Spreads_files/6N3BN.jpg,Deli,Dips_Hummus_Spreads
9188,Sea Gold Dip Seafood & Crab Refrigerated,$3.59 ,,7 oz tub, | $0.51 / oz,./Deli_Dips_Hummus_Spreads_files/HYMED.jpg,Deli,Dips_Hummus_Spreads
9189,Marzetti Veggie Dip Dill,$4.39 ,,14 oz tub, | $0.31 / oz,./Deli_Dips_Hummus_Spreads_files/FD06U.jpg,Deli,Dips_Hummus_Spreads
9190,Calavo Guacamole Authentic Recipe Refrigerated,$6.19 ,,12 oz pkg, | $0.52 / oz,./Deli_Dips_Hummus_Spreads_files/4NL49.jpg,Deli,Dips_Hummus_Spreads
9191,Calavo Guacamole Dip & Go Cup Mild - 4 ct,$4.59 ,,8 oz pkg, | $0.57 / oz,./Deli_Dips_Hummus_Spreads_files/NCUNT.jpg,Deli,Dips_Hummus_Spreads
9192,Wholly Guacamole Layered Dip Black Bean,$3.59 ,,10 oz pkg, | $0.36 / oz,./Deli_Dips_Hummus_Spreads_files/OFS11.jpg,Deli,Dips_Hummus_Spreads
9193,Marzetti Veggie Dip Dill Light,$4.39 ,,14 oz tub, | $0.31 / oz,./Deli_Dips_Hummus_Spreads_files/0ND0L.jpg,Deli,Dips_Hummus_Spreads
9194,Marzetti Veggie Dip French Onion Light,$3.99 ,,14 oz tub, | $0.29 / oz,./Deli_Dips_Hummus_Spreads_files/CPQS9.jpg,Deli,Dips_Hummus_Spreads
9195,Di Bruno Bros. Handmade Cheddar Cheese Spread Port Wine,$5.99 ,,7.6 oz tub, | $12.48 / lb,./Deli_Dips_Hummus_Spreads_files/1OYG8.jpg,Deli,Dips_Hummus_Spreads
9196,Yucatan Guacamole Authentic,$3.99 ,,8 oz tub, | $0.50 / oz,./Deli_Dips_Hummus_Spreads_files/XUF4Y.jpg,Deli,Dips_Hummus_Spreads
9197,Boar's Head Hummus Traditional Gluten Free,$4.49 ,,10 oz tub, | $0.45 / oz,./Deli_Dips_Hummus_Spreads_files/6GFP8.jpg,Deli,Dips_Hummus_Spreads
9198,Calavo Guacamole Pico De Gallo Recipe Refrigerated,$6.19 ,,12 oz pkg, | $0.52 / oz,./Deli_Dips_Hummus_Spreads_files/U54KI.jpg,Deli,Dips_Hummus_Spreads
9199,Kaukauna Spreadable Port Wine Cheese Ball,$6.49 ,,10 oz pkg, | $10.30 / lb,./Deli_Dips_Hummus_Spreads_files/2QUQ1.jpg,Deli,Dips_Hummus_Spreads
9200,Marzetti Veggie Dip Spinach,$4.39 ,,14 oz tub, | $0.31 / oz,./Deli_Dips_Hummus_Spreads_files/X84G4.jpg,Deli,Dips_Hummus_Spreads
9201,Boar's Head Hummus Roasted Red Pepper Gluten Free,$4.49 ,,10 oz tub, | $0.45 / oz,./Deli_Dips_Hummus_Spreads_files/ROQ3C.jpg,Deli,Dips_Hummus_Spreads
9202,Yucatan Guacamole Authentic,$5.99 ,,16 oz tub, | $0.37 / oz,./Deli_Dips_Hummus_Spreads_files/05RH9.jpg,Deli,Dips_Hummus_Spreads
9203,Alouette Spreadable Cheese Garlic & Herbs Light,$5.99 ,,6.5 oz tub, | $14.61 / lb,./Deli_Dips_Hummus_Spreads_files/MFJD0.jpg,Deli,Dips_Hummus_Spreads
9204,Sabra Salsa Homestyle Mild Refrigerated,$4.49 ,,16 oz tub, | $0.28 / oz,./Deli_Dips_Hummus_Spreads_files/SJ37W.jpg,Deli,Dips_Hummus_Spreads
9205,Di Bruno Bros. Handmade Cheese Spread Cheddar & Horseradish,$5.99 ,,7.6 oz tub, | $12.48 / lb,./Deli_Dips_Hummus_Spreads_files/4QOQR.jpg,Deli,Dips_Hummus_Spreads
9206,Kaukauna Spreadable Cheddar Cheese Sharp Ball,$6.49 ,,10 oz pkg, | $10.30 / lb,./Deli_Dips_Hummus_Spreads_files/XSES1.jpg,Deli,Dips_Hummus_Spreads
9207,Kaukauna Spreadable Port Wine Cheese Log,$6.49 ,,10 oz pkg, | $10.30 / lb,./Deli_Dips_Hummus_Spreads_files/XF475.jpg,Deli,Dips_Hummus_Spreads
9208,"Di Bruno Bros. Cheese Spread Abbruzze (Hot Pepper, Garlic & Herbs)",$5.99 ,,7.6 oz tub, | $12.48 / lb,./Deli_Dips_Hummus_Spreads_files/WGMJX.jpg,Deli,Dips_Hummus_Spreads
9209,Tribe Hummus Mediterranean Style Gluten Free,$3.00 ,,8 oz tub, | $0.38 / oz,./Deli_Dips_Hummus_Spreads_files/EB554.jpg,Deli,Dips_Hummus_Spreads
9210,Di Bruno Bros. Handmade Cheese Spread Roasted Garlic & Herb,$5.99 ,,7.6 oz tub, | $12.74 / lb,./Deli_Dips_Hummus_Spreads_files/RJNLU.jpg,Deli,Dips_Hummus_Spreads
9211,Kaukauna Spreadable Cheddar Cheese,$6.49 ,,10 oz pkg, | $10.30 / lb,./Deli_Dips_Hummus_Spreads_files/UG7PK.jpg,Deli,Dips_Hummus_Spreads
9212,Stop & Shop Hummus Roasted Red Pepper Gluten Free,$4.99 ,,17 oz tub, | $0.29 / oz,./Deli_Dips_Hummus_Spreads_files/CMNAL.jpg,Deli,Dips_Hummus_Spreads
9213,Tour Eiffel Pork Pate with Cognac,$6.69 ,,5 oz pkg, | $21.58 / lb,./Deli_Dips_Hummus_Spreads_files/FJDDA.jpg,Deli,Dips_Hummus_Spreads
9214,Cedar's Dip Spinach,$4.99 ,,12 oz tub, | $6.65 / lb,./Deli_Dips_Hummus_Spreads_files/4FYQ1.jpg,Deli,Dips_Hummus_Spreads
9215,Tribe Hummus Everything,$3.89 ,,10 oz tub, | $0.39 / oz,./Deli_Dips_Hummus_Spreads_files/5U3SL.jpg,Deli,Dips_Hummus_Spreads
9216,Cedar's Tzatziki Cucumber Garlic Dill,$4.99 ,,12 oz tub, | $0.42 / oz,./Deli_Dips_Hummus_Spreads_files/M689Q.jpg,Deli,Dips_Hummus_Spreads
9217,Hidden Valley Thick & Creamy Dip Bacon Ranch,$4.79 ,,10 oz tub, | $0.48 / oz,./Deli_Dips_Hummus_Spreads_files/1XGOB.jpg,Deli,Dips_Hummus_Spreads
9218,Hidden Valley Thick & Creamy Dip Classic Ranch Tub,$4.79 ,,10 oz tub, | $0.48 / oz,./Deli_Dips_Hummus_Spreads_files/UWW2L.jpg,Deli,Dips_Hummus_Spreads
9219,Margherita Pepperoni Italian Style Sliced,$2.89 ,,5 oz pkg, | $9.03 / lb,./Deli_Packaged_Deli_Meat_files/BCBH8.jpg,Deli,Packaged_
9220,Oscar Mayer Deli Fresh Turkey Breast Oven Roasted Sliced,$4.19 ,,9 oz pkg, | $7.48 / lb,./Deli_Packaged_Deli_Meat_files/VMGAV.jpg,Deli,Packaged_
9221,Boar's Head Pepperoni Turkey Sliced,$4.59 ,,4.5 oz bag, | $16.39 / lb,./Deli_Packaged_Deli_Meat_files/92W7J.jpg,Deli,Packaged_
9222,Stop & Shop Ready To Eat Sliced Pepperoni,$2.59 ,,6 oz pkg, | $6.82 / lb,./Deli_Packaged_Deli_Meat_files/04MMP.jpg,Deli,Packaged_
9223,Hormel Pepperoni Turkey 70% Less Fat Sliced,$4.59 ,,5 oz pkg, | $14.81 / lb,./Deli_Packaged_Deli_Meat_files/9NU75.jpg,Deli,Packaged_
9224,Oscar Mayer Deli Fresh Honey Uncured Ham,$4.19 ,,9 oz pkg, | $7.48 / lb,./Deli_Packaged_Deli_Meat_files/Z6RKT.jpg,Deli,Packaged_
9225,Applegate Naturals Turkey Breast Roasted Sliced,$6.19 ,,7 oz pkg, | $14.07 / lb,./Deli_Packaged_Deli_Meat_files/PFTKA.jpg,Deli,Packaged_
9226,Boar's Head Pepperoni Sliced,$4.59 ,,6 oz pkg, | $12.08 / lb,./Deli_Packaged_Deli_Meat_files/CG5EF.jpg,Deli,Packaged_
9227,Hillshire Farm Ham Honey 97% Fat Free Ultra Thin Sliced,$4.19 ,,9 oz tub, | $7.48 / lb,./Deli_Packaged_Deli_Meat_files/68GRO.jpg,Deli,Packaged_
9228,Oscar Mayer Deli Fresh Chicken Breast Rotisserie Seasoned Sliced,$4.19 ,,9 oz pkg, | $7.48 / lb,./Deli_Packaged_Deli_Meat_files/6V9BW.jpg,Deli,Packaged_
9229,Applegate Naturals Ham Black Forest Uncured Sliced,$6.19 ,,7 oz pkg, | $14.40 / lb,./Deli_Packaged_Deli_Meat_files/3FH9Q.jpg,Deli,Packaged_
9230,Hormel Pepperoni Original Sliced,$4.59 ,,6 oz pkg, | $12.08 / lb,./Deli_Packaged_Deli_Meat_files/ZGR3V.jpg,Deli,Packaged_
9231,Wilson Pepperoni Sliced,$4.19 ,,6 oz pkg, | $11.03 / lb,./Deli_Packaged_Deli_Meat_files/2PX77.jpg,Deli,Packaged_
9232,Oscar Mayer Deli Fresh Turkey Breast Honey Smoked Sliced,$4.19 ,,9 oz pkg, | $7.48 / lb,./Deli_Packaged_Deli_Meat_files/S021E.jpg,Deli,Packaged_
9233,Applegate Naturals Salami Genoa Uncured Sliced,$5.69 ,,4 oz pkg, | $22.76 / lb,./Deli_Packaged_Deli_Meat_files/RD9MV.jpg,Deli,Packaged_
9234,Hillshire Farm Turkey Breast Honey Roasted Ultra Thin Sliced,$4.19 ,,9 oz tub, | $7.48 / lb,./Deli_Packaged_Deli_Meat_files/Y33BP.jpg,Deli,Packaged_
9235,Boar's Head Pepperoni Natural Casing Stick,$4.59 ,,6.5 oz pkg, | $11.20 / lb,./Deli_Packaged_Deli_Meat_files/64519.jpg,Deli,Packaged_
9236,Oscar Mayer Deli Fresh Turkey Breast Smoked Sliced,$4.19 ,,9 oz pkg, | $7.48 / lb,./Deli_Packaged_Deli_Meat_files/M8B34.jpg,Deli,Packaged_
9237,Oscar Mayer Bologna Sliced Fully Cooked Made With Chicken And Pork,$2.39 ,,8 oz pkg, | $4.78 / lb,./Deli_Packaged_Deli_Meat_files/PC1NB.jpg,Deli,Packaged_
9238,Oscar Mayer Bologna Slices,$3.19 ,,16 oz pkg, | $3.19 / lb,./Deli_Packaged_Deli_Meat_files/PVPT6.jpg,Deli,Packaged_
9239,Oscar Mayer Deli Fresh Turkey Breast Oven Roasted Lower Sodium Sliced,$4.19 ,,8 oz pkg, | $8.38 / lb,./Deli_Packaged_Deli_Meat_files/329PX.jpg,Deli,Packaged_
9240,Oscar Mayer Deli Fresh Turkey Breast Oven Roasted Sliced,$6.89 ,,16 oz pkg, | $6.89 / lb,./Deli_Packaged_Deli_Meat_files/RJ17O.jpg,Deli,Packaged_
9241,Hillshire Farm Ham Honey 97% Fat Free Lower Sodium Sliced,$4.19 ,,8 oz tub, | $8.38 / lb,./Deli_Packaged_Deli_Meat_files/R6KZO.jpg,Deli,Packaged_
9242,Hillshire Farm Turkey Breast Oven Roasted 99% Fat Free Ultra Thin Sliced,$4.19 ,,9 oz tub, | $7.48 / lb,./Deli_Packaged_Deli_Meat_files/Y0D8V.jpg,Deli,Packaged_
9243,Carando Pepperoni Sliced,$3.19 ,,6 oz bag, | $8.39 / lb,./Deli_Packaged_Deli_Meat_files/K9P17.jpg,Deli,Packaged_
9244,Oscar Mayer Selects Natural Roast Beef Slow Roasted Sliced,$4.19 ,,7 oz pkg, | $9.52 / lb,./Deli_Packaged_Deli_Meat_files/27SCI.jpg,Deli,Packaged_
9245,Columbus Prosciutto Sliced,,$4.53 ,3 oz pkg, | $23.84 / lb,./Deli_Packaged_Deli_Meat_files/SS7N4.jpg,Deli,Packaged_
9246,Hillshire Farm Chicken Breast Rotisserie Seasoned 99% Fat Free Thin Sliced,$4.19 ,,9 oz tub, | $7.48 / lb,./Deli_Packaged_Deli_Meat_files/JQEQ4.jpg,Deli,Packaged_
9247,Boar's Head Prosciutto Sliced,$7.19 ,,3 oz pkg, | $37.84 / lb,./Deli_Packaged_Deli_Meat_files/56JIW.jpg,Deli,Packaged_
9248,Oscar Mayer Deli Fresh Ham Bold Maple Honey Sliced,$4.19 ,,8 oz pkg, | $8.38 / lb,./Deli_Packaged_Deli_Meat_files/MHX34.jpg,Deli,Packaged_
9249,Boar's Head Salami Genoa Sliced,$5.19 ,,4 oz pkg, | $20.76 / lb,./Deli_Packaged_Deli_Meat_files/73ADG.jpg,Deli,Packaged_
9250,Oscar Mayer Deli Fresh Chicken Breast Bold Roasted Garlic & Herb Sliced,$4.19 ,,8 oz pkg, | $8.38 / lb,./Deli_Packaged_Deli_Meat_files/UKJW4.jpg,Deli,Packaged_
9251,Columbus Italian Dry Salame Sliced,$5.19 ,,5 oz pkg, | $16.74 / lb,./Deli_Packaged_Deli_Meat_files/I3B2N.jpg,Deli,Packaged_
9252,Oscar Mayer Deli Fresh Turkey Breast Cracked Black Pepper Sliced,$4.19 ,,8 oz pkg, | $8.38 / lb,./Deli_Packaged_Deli_Meat_files/FGGQG.jpg,Deli,Packaged_
9253,Hillshire Farm Ham Brown Sugar 97% Fat Free Ultra Thin Sliced,$4.19 ,,9 oz tub, | $7.48 / lb,./Deli_Packaged_Deli_Meat_files/JD5AE.jpg,Deli,Packaged_
9254,Hillshire Farm Deli Select Ham Honey Ultra Thin Sliced Family Size,$7.19 ,,16 oz tub, | $7.19 / lb,./Deli_Packaged_Deli_Meat_files/UM7DE.jpg,Deli,Packaged_
9255,Oscar Mayer Salami Hard Sliced Fully Cooked,$5.89 ,,8 oz pkg, | $11.78 / lb,./Deli_Packaged_Deli_Meat_files/3QSJ9.jpg,Deli,Packaged_
9256,Oscar Mayer Turkey Breast Slow Roasted Sliced Natural,$4.19 ,,8 oz pkg, | $8.38 / lb,./Deli_Packaged_Deli_Meat_files/XO4QF.jpg,Deli,Packaged_
9257,Applegate Naturals Ham Slow Cooked Uncured Sliced,$6.19 ,,7 oz pkg, | $14.07 / lb,./Deli_Packaged_Deli_Meat_files/821Z9.jpg,Deli,Packaged_
9258,Hillshire Farm Deli Select Turkey Breast Oven Roasted Ultra Thin Sliced,$7.19 ,,16 oz tub, | $7.19 / lb,./Deli_Packaged_Deli_Meat_files/GQEOV.jpg,Deli,Packaged_
9259,Hillshire Farm Ham Smoked 97% Fat Free Ultra Thin Sliced,$4.19 ,,9 oz tub, | $7.48 / lb,./Deli_Packaged_Deli_Meat_files/KKPHI.jpg,Deli,Packaged_
9260,Oscar Mayer Deli Fresh Smoked Turkey Breast,$6.89 ,,16 oz pkg, | $6.89 / lb,./Deli_Packaged_Deli_Meat_files/BW18L.jpg,Deli,Packaged_
9261,Oscar Mayer Ham Hickory Smoked Uncured Sliced Natural,$4.19 ,,7 oz pkg, | $9.52 / lb,./Deli_Packaged_Deli_Meat_files/Z8YWE.jpg,Deli,Packaged_
9262,Nature's Promise Free from Ham Uncured Maple Smoked Sliced,$5.19 ,,6 oz bag, | $13.66 / lb,./Deli_Packaged_Deli_Meat_files/9NCW5.jpg,Deli,Packaged_
9263,Oscar Mayer Bologna Beef Sliced Fully Cooked,$4.19 ,,8 oz pkg, | $8.38 / lb,./Deli_Packaged_Deli_Meat_files/PKZKR.jpg,Deli,Packaged_
9264,Oscar Mayer Deli Fresh Cured Roast Beef Slow Roasted Sliced,$4.19 ,,7 oz pkg, | $9.52 / lb,./Deli_Packaged_Deli_Meat_files/IKWSF.jpg,Deli,Packaged_
9265,Nature's Promise Free from Turkey Breast Oven Roasted Sliced,$5.19 ,,6 oz bag, | $16.74 / oz,./Deli_Packaged_Deli_Meat_files/EQCE0.jpg,Deli,Packaged_
9266,Hormel Minis Pepperoni Sliced,$4.59 ,,5 oz pkg, | $14.81 / lb,./Deli_Packaged_Deli_Meat_files/OZ3I3.jpg,Deli,Packaged_
9267,Oscar Mayer Deli Fresh Combo Oven Roasted Turkey Breast & Honey Ham,$6.89 ,,15 oz pkg, | $7.33 / lb,./Deli_Packaged_Deli_Meat_files/QM9D8.jpg,Deli,Packaged_
9268,Oscar Mayer Deli Fresh Chicken Breast Rotisserie Seasoned Sliced,$6.89 ,,16 oz pkg, | $6.89 / lb,./Deli_Packaged_Deli_Meat_files/MX2ZM.jpg,Deli,Packaged_
9269,Oscar Mayer Family Size Deli Fresh Turkey Honey Smoked Sliced,$6.89 ,,16 oz pkg, | $6.89 / lb,./Deli_Packaged_Deli_Meat_files/EDBWL.jpg,Deli,Packaged_
9270,Applegate Naturals Turkey Breast Honey & Maple Sliced,$6.19 ,,7 oz pkg, | $14.07 / lb,./Deli_Packaged_Deli_Meat_files/SK1IG.jpg,Deli,Packaged_
9271,Oscar Mayer Beef Bologna Fully Cooked,$5.99 ,,16 oz pkg, | $5.99 / lb,./Deli_Packaged_Deli_Meat_files/6QFYO.jpg,Deli,Packaged_
9272,Oscar Mayer Deli Fresh Honey Ham with Water Added,$6.89 ,,16 oz pkg, | $6.89 / lb,./Deli_Packaged_Deli_Meat_files/U3KEX.jpg,Deli,Packaged_
9273,Applegate Naturals Chicken Breast Roasted Sliced,$6.19 ,,7 oz pkg, | $14.07 / lb,./Deli_Packaged_Deli_Meat_files/6PA6R.jpg,Deli,Packaged_
9274,Hormel Pepperoni Stick,$4.19 ,,8 oz pkg, | $0.52 / oz,./Deli_Packaged_Deli_Meat_files/2GATC.jpg,Deli,Packaged_
9275,Oscar Mayer Turkey Breast Mesquite Smoked Sliced Natural,$4.19 ,,7 oz pkg, | $9.52 / lb,./Deli_Packaged_Deli_Meat_files/57XF3.jpg,Deli,Packaged_
9276,Oscar Mayer Deli Fresh Uncured Ham Smoked Sliced,$4.19 ,,9 oz pkg, | $7.48 / lb,./Deli_Packaged_Deli_Meat_files/PNN4M.jpg,Deli,Packaged_
9277,Smithfield Anytime Favorites Ham Cubed,$3.19 ,,8 oz pkg, | $6.38 / lb,./Deli_Packaged_Deli_Meat_files/NBCGE.jpg,Deli,Packaged_
9278,Boar's Head Prosciutto di Parma Thin Sliced - 5 ct,$8.19 ,,3 oz pkg, | $43.11 / lb,./Deli_Packaged_Deli_Meat_files/PLKDN.jpg,Deli,Packaged_
